comment_id,create_time,ip_location,aweme_id,content,user_id,sec_uid,short_user_id,user_unique_id,nickname,avatar,sub_comment_count,last_modify_ts,liked_count,senta,senta_prob
7290913043511640843,1697547979,安徽,7290844754323967273,必须重判 小女孩太可怜了,62817188480,MS4wLjABAAAATQKyGliCnADmUYTtm-sE9GzUOPmFV0CZmoqCUrvrxJ4,3752683701,wl568686,美丽的黄山风景区，,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_aba881ee6e194d58a2daa6e4610e4ac3.jpeg?from=2956013662,0,1702999457515,6,负向,0.999443191282836
6777357715104235531,1577976564,,6777339625028537608,我最怕狗,93238423832,MS4wLjABAAAAL-TDsU67zhkzjMtx6AP_hiTwlDHl-_0PAocTzLyBjHs,1079769180,999999999dww,·小白菜,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_23393f3d8be04536bff56762a6c5554b.jpeg?from=2956013662,0,1702999446042,6,负向,0.999391171244099
6777357389458128900,1577976487,,6777339625028537608,伤人的狗必须控制起来,63217686128,MS4wLjABAAAAoYY3bv2vYrfGaTR1ejqH2fh1WgKjRppYiy9-nDptsWg,832518125,,德艺,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_2f69d000189b44cb8b195.jpeg?from=2956013662,0,1702999446079,6,负向,0.9998183332931454
7290961003372757815,1697559149,重庆,7290844754323967273,最好判刑在赔的他倾家荡产，我看他还怎么养他的狗爸狗妈，这种人太可恨了[发怒],3404525121834692,MS4wLjABAAAAhzpO1fwHDis0Fc65W-m2sbRjCkQSNvvz_qv3OxIVCVsr5lp-sMAX8-McqGcT6ojN,83494842437,83494842437,*明哥*,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_58592cc3fa8b4e01a5f986b227905ba1.jpeg?from=2956013662,1,1702999457292,6,负向,0.9998890787976508
7290919013268521789,1697549369,广东,7290844754323967273,我想知道几年以上,95929041020,MS4wLjABAAAAus67PZRLLNma057iN_gIKqCD6clyDyjSpaaMGqcRA6w,1029089784,XJF66668888,学会微笑,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_90f2883943714c3a937938d95113ffac.jpeg?from=2956013662,0,1702999457478,6,正向,0.9717913606799868
7290931246371619595,1697552218,湖南,7290844754323967273,可怜的小女孩，老天保佑你尽快康复,1445199004867799,MS4wLjABAAAAMQgEzONE9cbovEAD3LSv6jbMrlUXst79UhZBP0djIeetTpv4wWbhwea52So0VLnJ,50114755025,50114755025,莲子欧尼,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_ocIAfkCAECzATg9ezAQAF8DAWNnMFvAOgbCjaC.jpeg?from=2956013662,0,1702999457416,6,正向,0.9469256214872672
7290913551413461815,1697548098,浙江,7290844754323967273,小区里还养这么玩意，家家那么多小孩子。心疼孩子,6649635446,MS4wLjABAAAAe5JPDrWIMOz7Xr_LA9xMB0WuL8BPxutzpSOofRHSgHU,873066179,chinaJG.XU1314,数码印花机设备制造商～许先生,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_63a6997839a34c9eb7b80b3b83ed4991.jpeg?from=2956013662,1,1702999457506,6,正向,0.9008765731805825
7290913061912822540,1697547985,河北,7290844754323967273,真是特别特别讨厌那些不栓绳的养狗人士，见了怕狗的，笑呵呵的说我家狗不咬人。,85407018028,MS4wLjABAAAAXapU8tq4pw81t91SuU1k32Mz9S5PPCV-pWW1VyDosGE,580812299,,Amethyst,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_fec1ba05df2e4120a214231333b397e2.jpeg?from=2956013662,2,1702999457511,6,负向,0.9479205742642344
7290971235658466088,1697561538,四川,7290844754323967273,建议严惩狗主人，重判，完全就是人祸,105640631427,MS4wLjABAAAAXyCHJJxinHlkInLDtBxOeTp6ssIT2T-_UAqTUuI4Ew0,3576662497,zouzounanxi03,走走南希,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_o0FnECLYDnAc6yAOAueDA9kACA9gfCSpIcbHmD.jpeg?from=2956013662,0,1702999457289,5,负向,0.999649734174568
7290942987645862695,1697554952,四川,7290844754323967273,将心比心，必须严惩,1983973633572184,MS4wLjABAAAADMGb_fvUVOm_W3zmILsD4W9yTW1aUrd070Hvryy2lB-fzaMTcrG98iyNxhPTNUzq,64644167559,64644167559,为你而生,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_a2b1ec4c8e7f4677939f366f88aab8d6.jpeg?from=2956013662,0,1702999457349,5,负向,0.9797347633318338
