comment_id,create_time,ip_location,aweme_id,content,user_id,sec_uid,short_user_id,user_unique_id,user_signature,nickname,avatar,sub_comment_count,last_modify_ts,liked_count
7142456364974113544,1662982718,河南,7142377654266776843,今天看了几个狗伤人事件，看的心惊胆颤,1323464763901719,MS4wLjABAAAAFMWTRmJ8hqzn18N8ds8SNx27wnzsEoaezWjwtxCiAcFKeu26vToJbF2xZo2i4Lse,3577418008,dylwgeadpmqa,记录开心一刻,LUCKY万,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_osty0xeDA1zcVn4hubfdlEAsAXAGIgCH78ACcA.jpeg?from=2956013662,0,1703310423848,0
7142431283884131084,1662976883,河南,7142377654266776843,[鼓掌][鼓掌][鼓掌],99033235569,MS4wLjABAAAAGyGDiv9D3ePBh-YpoWeBEam_MxOCcmPBzPqlCUkv2cA,1157730731,,一叶方舟，记录生活。有赞必回!拒绝连赞😄😄😄😄😄,china,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_aba1605e91394855a8f41dc53cd61c48.jpeg?from=2956013662,0,1703310423853,0
7142432420423648040,1662977150,河南,7142377654266776843,这就是喂狗的下场,808885313341917,MS4wLjABAAAA_RtUEUob3vjuTksgPbU8ci1HMgurGeTXya2g1Hngcps,3976873977,dyqclpmcsl42,说说我想买一件，黑色的,平平淡淡拒绝私聊,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_626f09917a5a4066a72642a3c353f9b7.jpeg?from=2956013662,0,1703310423858,0
7292674511667790592,1697958104,安徽,7292673768667811087,危害公共安全罪？[微笑][微笑][微笑],4327307677544288,MS4wLjABAAAA7cawn2DFkl83ThzYB8ytSvV-G-KvxW-RxfnvZPWX29216tre232Bab_UT1Qp27vT,3928568682,583865306zxg,,幸福生活,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_702aae261fc64de88438d211e8f2a2eb.jpeg?from=2956013662,0,1703310423881,0
7293380172123947786,1698122404,陕西,7293351584921062694,不论找我玩儿，还是他要咬我，我的第一选择就是逃！！拼命的逃！！！能逃到哪算哪！！！除非他把我咬死，让我再也逃不掉[流泪][流泪][流泪],96620861029,MS4wLjABAAAAm30okhstb1LGcYkbcarMaHMllUA4ABep-HqTm5vsV78,715674524,MuDanNvWang,"一個做夀險顾問的茶蓺師🍵

壽險是我的事業💼
茶蓺是我的生活🍵",竹叶青～牡丹,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813c001_d05f12dc123043729945c7f07811504f.jpeg?from=2956013662,0,1703310423933,1
7293365017055200011,1698118877,吉林,7293351584921062694,凶犬就随便放了，该收拾,109601528639,MS4wLjABAAAAFw15_Wlqyo3c1mPcTlqJzpwLsCas4WHtcPdBVsgjXtM,2934017261,dyr48c0a6azn,,玲珑阳光,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_46a21337919845408b644af63e1fa428.jpeg?from=2956013662,0,1703310423936,1
7293396571990278975,1698126224,辽宁,7293351584921062694,还是得提高养狗的人的素质。避免悲剧再次发生[感谢],86436034339,MS4wLjABAAAAUs-YZRvauDWMUlUpMbSWH0f9MfFj9n-unokZX7WrX74,204849627,,花开花落，闲庭信步,请微笑,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_2ce860002344d44eed743.jpeg?from=2956013662,0,1703310423939,0
7293378027273143091,1698121903,安徽,7293351584921062694,狗主人是不是有什么背景呢,2801208267909517,MS4wLjABAAAAu8GP2DwBCfxrFg9bFS3tFOWR9V5p08QJK0wZH432u9ixc-ZZbMPZtTsdf2sZNuOG,2295384032,caiju67368,60年的小老鼠🐁 企业退休,采菊,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_3169c000126a32909a496.jpeg?from=2956013662,0,1703310423942,0
7292673239707730700,1697957808,湖南,7292629920101059867,真想看看小区其他监控啊,83993665800,MS4wLjABAAAAPUYI4i5iKnJ50zNRfk4s2wpcsVlzq4PCdqYSMfq75YY,622719770,,,龙9527777名字长才好,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_2fa7900033fd9c382a549.jpeg?from=2956013662,10,1703310423983,21
7292700477261710106,1697964150,广东,7292629920101059867,刚看到了人民网河南频道的声明，200万是家属自己预估并发起众筹的，医院方没有给预估要花多少钱，截止到20日一共用了3万块[送心]而且人家还有医疗报销，狗主人物业赔偿～啊对，好像筹到800w了[玫瑰][玫瑰],104000213589,MS4wLjABAAAAdTZCN8Os8C04E-I1KLFXSAIo0ypv7XRJ66aj6tTbvXY,3562695273,wobushiytan6,记录平凡生活的流水账📝,我不是ytan,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_6cfb0c663005bd1e8d85fdd37fee2ba3.jpeg?from=2956013662,6,1703310423987,69
7292821618342052627,1697992364,马来西亚,7292629920101059867,人都知道一人做事一人当,3192596791039607,MS4wLjABAAAAvpBzBcYNYS7eLSfduprhH0pkQU5XHgVHUYpDXYDYQwVW6G9jJLhr3I5JeG_b-EkL,3580636651,YUEYEWUSHENG,到处跑跑是我的梦想,一只爱好和平的石头,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/mosaic-legacy_31602000ad3e3d71285e0.jpeg?from=2956013662,0,1703310423991,6
7293188089568215859,1698077686,广东,7292629920101059867,先告她集资[灵机一动]卧槽，以后谁还捐款呀,2519717509343223,MS4wLjABAAAA8HPdH-DHih-T0woGgGHSJdfgbDjb2ZY8WthyoXxqQ_WNah-qd7jUOfKCTWSHRK9B,2284995546,VVV29179,,🐳VVV,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_e33dd025fa454f4f820f7913ee153180.jpeg?from=2956013662,1,1703310423994,4
7293696794533413632,1698196129,江苏,7292629920101059867,用不完的原路退给网友，凭啥让他们捐给慈善机构，转来转去钱的去向不明,81785223442,MS4wLjABAAAAjvTYeWwuWb_pUZC2Wol91zfQSguYBVmr-NDl0_wiER4,3669519660,dykldy410qkv,,蓝月,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_owAAyIAo2ByA29DVD6hZCfmAeAtz6gtDPENAMQ.jpeg?from=2956013662,1,1703310423997,4
7292712873150350099,1697967037,山东,7292629920101059867,一定要在医院用完哦[舔屏],108149056518,MS4wLjABAAAAEi81EmMKAMmfg7KfDGwHYUkd8xKObEL6e1BsB4bizqk,1790776653,RL6439826_,"你是我深藏在第五季的永生花
-----",LivY,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_oY5fIAChEoeNB5AF5NCWNIuOyIA3gzoQpAhgAA.jpeg?from=2956013662,3,1703310423999,17
7292786363446231808,1697984146,广东,7292629920101059867,我奶奶今年已经住院三次了，家里就爷爷照顾她。爷爷也有80多了，爷爷也一身病，耳朵又聋，医院怕奶奶出事不让我爷爷离开一刻，可怜两个老人在医院没法和别人交流，又吃不饱，舍不得花钱，住院也没钱[流泪]可是我叔我爸也没钱，在外面也很辛苦，还有孩子读书，真的帮不了忙[流泪]有时候真的想一次能挣很多钱，接济他们。为什么她们一天就能筹到这么多钱,290744911013566,MS4wLjABAAAAss92xtrnanv6fchC_orlK4gB1NUUfYTAwPOHlr4B6jw,25546277732,25546277732,,用户1517947071401,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_95adf3c32c8087e6e6c27e4ee4b72812.jpeg?from=2956013662,1,1703310424002,2
7292664133480366898,1697955690,广东,7292629920101059867,@7· 滚啊[流泪][流泪][流泪],71369106167,MS4wLjABAAAA-nIGNO_lzZRhKgQ63OKUh_tgcfBXDaD9lBwXJYyo0RI,631572556,Nnnnnni__,,nnnini,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_088756809a738e2d1d18604f3f648aba.jpeg?from=2956013662,0,1703310424004,4
7314927195775828790,1703139213,天津,7292629920101059867,@*d 恶心[吐],67569728333,MS4wLjABAAAA84SlvjTx_hDuDl2hJRY9ETA85LCEGDIF4M3k4AQcFnI,708151139,,鸡棚塌了，现在是小气球🎈喜欢嘉琪被你发现🤤🤤🤤,688,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-avt-0015_518a5aa32eadd30661c0b262d256a7f4.jpeg?from=2956013662,0,1703310424011,0
7296093451161617161,1698754137,黑龙江,7291638034355866880,[赞][赞][赞][赞][赞],3214582522329384,MS4wLjABAAAAOyQdAkwORlHLbtmRlyqZjvRT9t7A2gsN3eTP531T1VXlZB1dgxVJaoFxW3Hqhb1K,3531512899,dibaonan5953,富毫,旭哥？,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_f0eb4b5ae873413e8cdbdf917e428d2e.jpeg?from=2956013662,0,1703310424019,0
7293502097227088650,1698150791,河南,7291638034355866880,@h h h h h [猪头][猪头][猪头],106397247835,MS4wLjABAAAAfXQRtDBK9F8o41JM4DKCjfdS7t3UWivvqLbe_AgIomM,1717600930,d3250194470,,✌🏻,https://p3-pc.douyinpic.com/aweme/720x720/aweme-avatar/tos-cn-i-0813_3d13120ee12b42dfb4a3c46ce53f5e7c.jpeg?from=2956013662,0,1703310424027,1
